player_key,team_key,season_key,pos,g,gs,perce,ts_per,usg_per,ws,bpm,vorp,mp,age,salary
irvinky01,DAL,2025,SG,50,50,19.90,0.594,27.40,4.60,3.40,2.50,1804,32,41000000.00
georgky01,WAS,2025,SG,68,38,8.80,0.503,15.90,0.10,-4.10,-0.90,1802,21,2825520.00
johnsca02,BRK,2025,PF,57,57,18.20,0.632,22.90,5.10,3.10,2.30,1800,28,22500000.00
robindu01,MIA,2025,SF,74,37,11.80,0.595,19.20,2.70,-1.70,0.10,1785,30,19406000.00
dunnkr01,LAC,2025,PG,74,58,11.30,0.531,12.70,4.00,0.60,1.20,1783,30,5168000.00
doncilu01,2TM,2025,PG,50,50,24.10,0.587,33.90,5.90,6.70,3.90,1769,25,43031940.00
doncilu01,DAL,2025,PG,22,22,24.20,0.584,33.10,2.50,6.90,1.80,785,25,43031940.00
doncilu01,LAL,2025,PG,28,28,23.90,0.590,34.50,3.40,6.50,2.10,984,25,43031940.00
hendesc01,POR,2025,PG,66,10,12.50,0.540,22.50,1.80,-2.20,-0.10,1759,20,10259160.00
cartewe01,ORL,2025,C,68,51,13.70,0.544,16.00,4.60,-1.20,0.30,1758,25,11950000.00
sextoco01,UTA,2025,SG,63,61,16.60,0.593,27.00,2.40,-0.60,0.60,1758,26,18350000.00
conlemi01,MIN,2025,PG,71,64,13.30,0.573,14.40,5.20,1.20,1.40,1756,37,9975962.00
coffeam01,LAC,2025,SG,72,13,11.20,0.614,15.30,4.00,-1.70,0.10,1748,27,3938271.00
butleji01,2TM,2025,SF,55,55,22.40,0.626,20.80,8.70,4.90,3.00,1746,35,48798677.00
butleji01,MIA,2025,PF,25,25,22.80,0.638,21.10,3.70,4.80,1.30,766,35,48798677.00
butleji01,GSW,2025,SF,30,30,22.20,0.617,20.60,4.90,5.00,1.70,980,35,48798677.00
wiggiaa01,OKC,2025,SG,76,26,16.10,0.596,20.30,5.40,1.10,1.40,1744,26,10514017.00
kesslwa01,UTA,2025,C,58,58,20.00,0.660,13.70,5.40,1.80,1.70,1740,23,2965920.00
huntede01,2TM,2025,SF,64,9,15.90,0.623,22.80,4.40,0.40,1.00,1740,27,21696429.00
huntede01,ATL,2025,SF,37,4,15.80,0.616,24.20,2.20,-0.40,0.40,1064,27,21696429.00
huntede01,CLE,2025,SF,27,5,16.20,0.634,20.50,2.20,1.60,0.60,676,27,21696429.00
agbajoc01,TOR,2025,SG,64,45,12.00,0.601,14.60,3.10,-0.70,0.50,1739,24,4310280.00
podzibr01,GSW,2025,SG,64,33,14.40,0.557,18.30,4.20,0.70,1.20,1716,21,3519960.00
smithja05,HOU,2025,PF,57,39,12.60,0.562,16.40,4.20,-0.70,0.60,1716,21,9770880.00
davisan02,2TM,2025,C,51,51,26.30,0.588,30.40,6.70,5.40,3.20,1706,31,43219440.00
davisan02,LAL,2025,C,42,42,27.10,0.601,30.20,6.20,6.00,2.90,1440,31,43219440.00
davisan02,DAL,2025,PF,9,9,21.70,0.520,31.20,0.50,2.50,0.30,266,31,43219440.00
bealbr01,PHO,2025,SG,53,38,15.20,0.598,22.10,2.40,-1.10,0.40,1702,31,50203930.00
niangge01,2TM,2025,PF,79,3,11.20,0.607,17.90,2.90,-2.30,-0.10,1697,31,8500000.00
niangge01,CLE,2025,PF,51,1,11.10,0.617,16.50,2.20,-1.80,0.10,1053,31,8500000.00
niangge01,ATL,2025,PF,28,2,11.40,0.595,20.30,0.70,-3.10,-0.20,644,31,8500000.00
poeltja01,TOR,2025,C,57,56,20.00,0.641,18.70,5.50,2.00,1.70,1686,29,19500000.00
pippesc02,MEM,2025,PG,79,21,15.80,0.582,19.30,4.70,1.90,1.70,1683,24,2087519.00
huertke01,2TM,2025,SG,69,31,11.30,0.544,17.50,1.90,-2.00,0.00,1679,26,16830357.00
huertke01,SAC,2025,SG,43,15,10.60,0.524,17.20,0.80,-2.30,-0.10,899,26,16830357.00
huertke01,CHI,2025,SG,26,16,12.00,0.566,17.80,1.10,-1.50,0.10,780,26,16830357.00
aldamsa01,MEM,2025,PF,65,16,16.80,0.588,18.50,5.00,3.20,2.20,1660,24,3960531.00
greenaj01,MIL,2025,SG,73,7,9.20,0.621,12.60,2.80,-2.20,-0.10,1659,25,2120693.00
horfoal01,BOS,2025,C,60,42,12.90,0.563,13.80,4.40,1.20,1.30,1659,38,9500000.00
roziete01,MIA,2025,PG,64,23,10.50,0.497,20.40,1.00,-3.70,-0.70,1658,30,24924126.00
watsope01,DEN,2025,SF,68,18,11.40,0.564,13.90,2.50,-1.80,0.10,1656,22,2413560.00
moodymo01,GSW,2025,SG,74,34,12.40,0.578,17.40,3.50,-0.90,0.50,1649,22,5803269.00
dasiltr01,ORL,2025,SF,74,38,9.90,0.522,15.20,2.50,-2.60,-0.30,1629,23,3628440.00
divindo01,MIN,2025,SG,62,10,14.10,0.582,19.40,3.90,1.90,1.60,1606,28,11445000.00
joeis01,OKC,2025,SG,74,16,14.00,0.617,17.20,5.10,1.30,1.40,1604,25,12991650.00
kispeco01,WAS,2025,SF,61,0,11.00,0.584,17.50,1.10,-3.70,-0.70,1602,25,5705887.00
leverca01,2TM,2025,SG,64,3,15.20,0.582,19.40,4.00,0.90,1.20,1596,30,16615384.00
leverca01,CLE,2025,SF,38,3,14.40,0.580,18.10,2.30,1.20,0.70,904,30,16615384.00
leverca01,ATL,2025,SG,26,0,16.20,0.583,21.20,1.60,0.40,0.40,692,30,16615384.00
mcbrimi01,NYK,2025,PG,64,10,12.60,0.531,16.80,3.20,0.00,0.80,1593,24,4710144.00
harteis01,OKC,2025,C,57,53,18.90,0.599,16.70,6.80,3.20,2.10,1590,26,30000000.00
dickgr01,TOR,2025,SG,54,54,10.90,0.543,21.00,1.40,-3.20,-0.50,1587,21,4763760.00
banchpa01,ORL,2025,PF,46,46,20.00,0.551,33.60,3.50,3.50,2.20,1582,22,12160800.00
willipa01,CHI,2025,PF,63,36,9.00,0.512,16.90,0.40,-3.70,-0.70,1576,23,18000000.00
toppiob01,IND,2025,PF,79,4,17.40,0.642,20.10,4.30,1.70,1.40,1545,26,12975000.00
allengr01,PHO,2025,SG,64,7,13.70,0.631,17.60,2.50,-0.30,0.70,1544,29,15625000.00
hausesa01,BOS,2025,PF,71,19,12.80,0.632,14.30,4.40,0.80,1.10,1541,27,2092344.00
willizi02,BRK,2025,SF,63,45,11.90,0.550,18.20,2.10,-2.30,-0.10,1541,23,6133005.00
vincega01,LAL,2025,PG,72,11,7.40,0.536,13.50,1.30,-4.00,-0.80,1527,28,11000000.00
wembavi01,SAS,2025,C,46,46,24.20,0.594,30.40,3.80,6.50,3.30,1527,21,12768960.00
grantje01,POR,2025,PF,47,47,10.90,0.523,19.40,1.80,-1.60,0.10,1524,30,29793104.00
valanjo01,2TM,2025,C,81,21,20.80,0.602,22.80,4.30,0.60,1.00,1524,32,9900000.00
valanjo01,WAS,2025,C,49,12,20.60,0.602,23.80,2.30,0.40,0.60,983,32,9900000.00
valanjo01,SAC,2025,C,32,9,21.10,0.604,20.90,2.10,1.10,0.40,541,32,9900000.00
filipky01,UTA,2025,C,72,27,14.90,0.594,18.70,2.50,-1.00,0.40,1522,21,3000000.00
moranja01,MEM,2025,PG,50,50,19.30,0.563,32.20,3.50,2.40,1.70,1519,25,36725670.00
buzelma01,CHI,2025,SF,80,31,12.50,0.571,18.70,1.90,-2.50,-0.20,1511,20,5195520.00
ballla01,CHO,2025,PG,47,47,19.10,0.536,35.90,2.00,3.20,2.00,1505,23,35147000.00
knechda01,LAL,2025,SF,78,16,12.70,0.594,18.50,2.70,-1.80,0.10,1494,23,3819120.00
porteke02,2TM,2025,SG,75,4,15.40,0.531,25.40,2.20,-0.60,0.50,1482,24,3366937.00
porteke02,LAC,2025,SG,45,2,12.10,0.476,25.90,0.20,-2.50,-0.10,884,24,3366937.00
porteke02,MIL,2025,SG,30,2,20.20,0.616,24.80,2.00,2.10,0.60,598,24,3366937.00
russeda01,2TM,2025,PG,58,36,14.00,0.522,24.00,1.90,-0.40,0.60,1480,28,18692307.00
russeda01,LAL,2025,PG,29,10,13.00,0.537,22.10,1.00,-1.70,0.10,763,28,18692307.00
russeda01,BRK,2025,PG,29,26,15.10,0.508,25.90,0.90,1.00,0.50,717,28,18692307.00
markkla01,UTA,2025,PF,47,47,15.60,0.571,24.00,2.20,-0.30,0.70,1476,27,42176400.00
kennalu01,MEM,2025,SG,65,11,13.60,0.631,14.50,3.90,1.10,1.20,1472,28,9250000.00
sheadja01,TOR,2025,PG,75,11,9.90,0.499,18.60,0.80,-4.10,-0.80,1467,22,1862265.00
gordoaa01,DEN,2025,PF,51,42,17.00,0.650,19.00,4.30,1.20,1.20,1447,29,22841455.00
stewais01,DET,2025,C,72,4,14.60,0.616,12.40,4.30,0.60,0.90,1434,23,15000000.00
sensabr01,UTA,2025,SF,71,15,13.40,0.612,21.50,1.20,-1.20,0.30,1432,21,2571480.00
bitadgo01,ORL,2025,C,70,42,19.20,0.631,14.30,5.80,2.50,1.60,1430,25,9057971.00
wareke01,MIA,2025,C,64,36,17.40,0.603,17.20,4.10,-0.10,0.70,1422,20,4231800.00
easonta01,HOU,2025,PF,57,16,18.50,0.567,19.40,5.00,3.60,2.00,1420,23,3695160.00
edeyza01,MEM,2025,C,66,55,18.20,0.624,16.40,4.90,-0.10,0.70,1416,22,5756880.00
mccontj01,IND,2025,PG,79,1,18.40,0.547,23.40,3.20,1.20,1.20,1415,32,9300000.00
mannte01,2TM,2025,SG,67,13,12.00,0.584,14.70,3.00,-1.30,0.20,1414,28,11423077.00
mannte01,LAC,2025,SG,37,12,10.50,0.533,14.00,1.40,-1.30,0.10,732,28,11423077.00
mannte01,ATL,2025,SG,30,1,13.70,0.629,15.40,1.60,-1.30,0.10,682,28,11423077.00
dunnry01,PHO,2025,SF,74,44,10.70,0.517,16.70,1.00,-4.10,-0.70,1410,22,2530800.00
merrisa01,CLE,2025,SG,71,4,11.10,0.583,14.30,3.30,0.30,0.80,1401,28,2164993.00
dosunay01,CHI,2025,SG,46,26,12.80,0.585,16.60,2.50,-1.60,0.10,1394,25,7000000.00
jeromty01,CLE,2025,SG,70,3,21.00,0.643,23.60,5.90,4.30,2.20,1392,27,2560975.00
strawju01,DEN,2025,SG,65,4,9.50,0.559,17.80,1.30,-4.50,-0.90,1384,22,2552520.00
smithni01,CHO,2025,SG,60,27,8.30,0.502,20.80,-0.50,-5.70,-1.30,1369,20,2587200.00
jaqueja01,MIA,2025,SF,66,17,14.30,0.543,20.20,2.30,-0.90,0.40,1368,23,3685800.00
batumni01,LAC,2025,PF,78,8,10.30,0.633,9.00,3.50,0.80,1.00,1367,36,4668000.00
alvarjo01,NOP,2025,PG,56,23,13.40,0.523,19.80,1.20,-1.40,0.20,1366,26,1988598.00
sochaje01,SAS,2025,PF,54,23,15.90,0.589,19.00,2.70,-1.20,0.30,1364,21,5570040.00
kornelu01,BOS,2025,C,73,16,19.60,0.683,11.40,7.00,3.30,1.80,1361,29,2087519.00
lylestr01,SAC,2025,PF,69,5,12.30,0.551,14.30,2.60,-0.70,0.40,1349,29,8000000.00
laravja01,2TM,2025,PF,66,0,12.60,0.591,14.40,2.90,0.20,0.80,1349,23,3352680.00
laravja01,MEM,2025,PF,47,0,13.50,0.605,14.50,2.40,1.30,0.80,982,23,3352680.00
laravja01,SAC,2025,PF,19,0,10.20,0.551,14.20,0.50,-2.70,-0.10,367,23,3352680.00
bogdabo01,2TM,2025,SG,54,4,11.10,0.559,18.70,1.90,-2.00,0.00,1348,32,17260000.00
bogdabo01,ATL,2025,SG,24,0,7.60,0.502,18.90,-0.10,-4.70,-0.40,598,32,17260000.00
bogdabo01,LAC,2025,SG,30,4,14.00,0.608,18.60,2.00,0.20,0.40,750,32,17260000.00
champju01,WAS,2025,SF,62,31,15.70,0.614,15.60,2.80,-0.50,0.50,1340,23,1800000.00
georgpa01,PHI,2025,PF,41,41,14.50,0.543,23.50,1.00,-0.40,0.50,1334,34,49205800.00
thompau01,DET,2025,SF,59,48,17.20,0.568,19.10,3.80,1.70,1.20,1328,22,8376000.00
clingdo01,POR,2025,C,67,37,17.40,0.574,14.20,4.00,-0.30,0.60,1324,20,6836400.00
hawkijo01,NOP,2025,SG,56,9,9.60,0.504,21.00,-0.50,-5.40,-1.20,1321,22,4525680.00
martity01,BRK,2025,SG,60,11,10.90,0.533,18.80,0.90,-2.60,-0.20,1315,25,635853.00
plumlma01,PHO,2025,C,74,21,14.80,0.645,10.80,3.70,-0.60,0.50,1300,34,2087519.00
mogbojo01,TOR,2025,PF,63,18,11.90,0.496,15.00,1.90,-1.90,0.00,1286,23,1862265.00
johnsja05,ATL,2025,SF,36,36,17.30,0.569,22.50,2.40,1.80,1.20,1284,23,4510905.00
strusma01,CLE,2025,SF,50,37,12.60,0.607,14.70,3.40,1.30,1.10,1273,28,15212068.00
juzanjo01,UTA,2025,SG,64,18,11.80,0.573,17.60,1.60,-2.30,-0.10,1270,23,3087519.00
hollaro01,DET,2025,SF,81,2,11.10,0.556,18.10,1.80,-3.00,-0.30,1266,19,8245320.00
greenja02,2TM,2025,SG,68,19,10.70,0.541,11.80,1.60,-2.30,-0.10,1258,31,2328350.00
greenja02,NOP,2025,SG,50,18,10.80,0.569,10.90,1.40,-2.20,0.00,1092,31,2328350.00
greenja02,CLE,2025,SG,18,1,10.20,0.438,18.20,0.20,-3.10,0.00,166,31,2328350.00
richani01,2TM,2025,C,57,43,16.60,0.634,17.30,3.00,-3.30,-0.40,1256,27,5000000.00
richani01,CHO,2025,C,21,9,17.20,0.614,17.90,1.10,-2.00,0.00,440,27,5000000.00
richani01,PHO,2025,C,36,34,16.30,0.645,17.00,1.90,-3.90,-0.40,816,27,5000000.00
wadede01,CLE,2025,PF,59,30,10.10,0.563,10.40,3.00,0.30,0.70,1252,28,6166667.00
councri01,PHI,2025,SF,73,12,11.60,0.502,20.30,0.60,-4.30,-0.70,1250,23,1891857.00
salauti01,CHO,2025,PF,60,10,7.70,0.457,15.20,0.00,-5.20,-1.00,1244,19,7488720.00
portibo01,MIL,2025,PF,49,7,17.70,0.542,24.10,2.70,0.20,0.70,1244,29,12578286.00
diabamo01,CHO,2025,C,71,8,16.50,0.609,13.40,3.20,-1.90,0.00,1241,23,957763.00
robinje02,NOP,2025,PF,66,9,12.90,0.563,14.40,1.70,-2.50,-0.20,1239,24,2196970.00
fontesi01,DET,2025,SF,75,0,9.70,0.544,15.80,1.60,-2.90,-0.30,1237,29,7692308.00
anthoco01,ORL,2025,PG,67,22,14.20,0.531,24.60,2.00,0.10,0.70,1234,24,12900000.00
sheppbe01,IND,2025,SG,63,9,9.20,0.555,11.30,2.10,-2.00,0.00,1228,23,2663880.00
gaffoda01,DAL,2025,C,57,31,24.70,0.716,19.50,5.90,3.80,1.80,1226,26,13394160.00
collijo01,UTA,2025,PF,40,31,19.00,0.628,24.20,2.50,1.00,0.90,1220,27,26580000.00
martica02,2TM,2025,SF,45,24,9.60,0.513,14.40,0.60,-3.20,-0.40,1218,29,9186594.00
martica02,PHI,2025,SF,31,24,10.10,0.531,14.20,0.60,-2.50,-0.10,943,29,9186594.00
martica02,DAL,2025,SF,14,0,8.00,0.454,14.90,0.00,-5.30,-0.20,275,29,9186594.00
porzikr01,BOS,2025,C,42,42,22.30,0.618,25.90,5.30,4.70,2.10,1210,29,29268293.00
clarkbr01,MEM,2025,PF,64,18,17.60,0.638,15.30,4.40,0.80,0.90,1207,28,12500000.00
aytonde01,POR,2025,C,40,40,17.70,0.583,19.40,2.80,-0.70,0.40,1206,26,34005126.00
walkeja02,IND,2025,PF,75,5,11.90,0.590,17.10,1.60,-0.90,0.30,1187,21,6362520.00
leonaka01,LAC,2025,SF,37,37,20.50,0.589,27.70,3.50,3.10,1.50,1180,33,49205800.00
capelca01,ATL,2025,C,55,41,17.70,0.564,16.70,3.20,-1.00,0.30,1176,30,22265280.00
martico01,2TM,2025,SF,53,8,11.30,0.509,14.70,1.30,-1.70,0.10,1173,29,8120000.00
martico01,CHO,2025,SF,39,8,11.70,0.528,14.60,1.30,-1.20,0.20,967,29,8120000.00
martico01,PHO,2025,SF,14,0,9.50,0.417,15.30,0.00,-4.00,-0.10,206,29,8120000.00
willima07,CHO,2025,C,44,41,23.90,0.647,21.40,4.70,3.50,1.60,1171,23,4094280.00
achiupr01,NYK,2025,C,57,10,13.60,0.530,14.90,2.30,-1.90,0.00,1170,25,6000000.00
jovicni01,MIA,2025,PF,46,10,13.80,0.595,18.30,2.50,0.30,0.70,1156,21,2464200.00
edwarju01,PHI,2025,SF,44,26,11.30,0.559,16.90,0.90,-3.70,-0.50,1155,21,425619.00
krejcvi01,ATL,2025,PG,57,16,12.70,0.661,12.90,2.60,0.70,0.80,1153,24,2162606.00
kuminjo01,GSW,2025,PF,47,10,15.70,0.535,27.40,1.90,-0.60,0.40,1144,22,7636307.00
looneke01,GSW,2025,C,76,6,17.00,0.535,13.30,4.30,0.30,0.70,1142,28,8000000.00
willike04,OKC,2025,PF,69,7,13.70,0.587,15.40,3.60,0.60,0.70,1132,30,6669000.00
phillju01,CHI,2025,SF,79,5,10.20,0.571,12.90,1.90,-3.00,-0.30,1123,21,1891857.00
nesmiaa01,IND,2025,SF,45,37,14.60,0.653,17.40,2.90,-0.50,0.40,1123,25,11000000.00
bantoda01,POR,2025,PG,67,7,12.90,0.497,24.10,0.80,-0.80,0.30,1120,25,2196970.00
simmobe01,2TM,2025,PG,51,24,12.40,0.539,13.20,1.80,-0.50,0.40,1120,28,40011909.00
simmobe01,BRK,2025,PG,33,24,12.60,0.562,14.30,1.10,-1.00,0.20,825,28,40011909.00
simmobe01,LAC,2025,PG,18,0,11.90,0.464,10.40,0.70,0.90,0.20,295,28,40011909.00
walteja01,TOR,2025,SG,52,18,10.80,0.523,18.20,1.20,-3.00,-0.30,1103,20,3465000.00
hayesja02,LAL,2025,C,56,35,15.80,0.720,12.40,3.70,-0.30,0.50,1093,24,2463946.00
payneca01,NYK,2025,PG,72,5,13.80,0.532,20.80,2.30,-0.20,0.50,1090,30,2087519.00
isaacjo01,ORL,2025,PF,71,1,16.60,0.512,16.20,3.40,0.70,0.70,1090,27,25000000.00
jeffrda01,CHO,2025,SG,47,20,7.90,0.518,13.50,0.60,-4.70,-0.70,1071,27,2425404.00
nurkiju01,2TM,2025,C,51,32,15.20,0.555,20.60,1.50,-1.30,0.20,1063,30,18125000.00
nurkiju01,PHO,2025,C,25,23,12.60,0.556,18.70,0.50,-3.40,-0.20,592,30,18125000.00
nurkiju01,CHO,2025,C,26,9,18.40,0.554,23.00,1.00,1.20,0.40,471,30,18125000.00
curryse01,CHO,2025,SG,68,14,12.20,0.616,15.70,1.80,-1.70,0.10,1062,34,2087519.00
willico04,UTA,2025,SG,50,21,3.70,0.419,12.50,-1.20,-7.30,-1.40,1060,20,5469120.00
okorois01,CLE,2025,SG,55,22,10.70,0.587,12.50,2.50,-0.50,0.40,1053,24,10185186.00
ighodos01,PHO,2025,PF,61,6,11.10,0.610,10.50,1.60,-2.60,-0.20,1045,22,1157153.00
butleja02,2TM,2025,SG,60,17,15.60,0.549,23.60,1.40,-1.00,0.30,1044,24,745726.00
butleja02,WAS,2025,PG,32,0,17.70,0.562,26.10,0.60,1.00,0.30,362,24,745726.00
butleja02,PHI,2025,SG,28,17,14.50,0.540,22.20,0.80,-2.10,0.00,682,24,745726.00
battlja01,TOR,2025,SF,59,10,10.70,0.590,15.30,1.70,-2.30,-0.10,1042,23,1000000.00
clownno01,BRK,2025,PF,46,20,9.20,0.516,19.00,0.50,-4.10,-0.50,1042,20,3244080.00
carusal01,OKC,2025,SG,54,3,15.90,0.568,15.20,3.90,4.00,1.60,1041,30,9890000.00
murrakr01,POR,2025,SF,69,6,9.10,0.472,13.90,0.70,-3.00,-0.30,1040,24,2990040.00
murrade01,NOP,2025,PG,31,31,15.40,0.494,27.30,0.20,-1.60,0.10,1012,28,29517135.00
suggsja01,ORL,2025,PG,35,35,14.40,0.536,27.50,1.10,0.40,0.60,1002,23,9188385.00
anderky01,2TM,2025,PF,61,4,15.10,0.538,15.90,2.80,1.50,0.90,1002,31,8780488.00
anderky01,GSW,2025,PF,36,3,14.80,0.522,15.70,1.50,2.30,0.60,541,31,8780488.00
anderky01,MIA,2025,SF,25,1,15.30,0.557,16.10,1.30,0.60,0.30,461,31,8780488.00
bostobr01,NOP,2025,SG,42,10,12.70,0.535,20.00,0.70,-2.50,-0.10,993,23,596581.00
terryda01,CHI,2025,SG,73,5,9.60,0.546,14.90,1.10,-3.80,-0.50,987,22,3510480.00
jacksan01,MIL,2025,SG,67,43,8.60,0.554,11.90,1.20,-3.40,-0.30,980,23,1891857.00
colliza01,2TM,2025,PF,64,12,16.00,0.605,17.10,2.70,0.00,0.50,977,27,16741200.00
colliza01,SAS,2025,C,36,4,14.40,0.566,17.10,1.00,-0.10,0.20,425,27,16741200.00
colliza01,CHI,2025,PF,28,8,17.20,0.635,17.10,1.70,0.10,0.30,552,27,16741200.00
jackstr02,GSW,2025,C,62,37,18.50,0.587,17.10,3.40,1.20,0.80,967,24,1891857.00
bryanth01,2TM,2025,C,66,8,17.20,0.614,17.10,3.10,0.60,0.60,963,27,2087519.00
bryanth01,MIA,2025,C,10,0,15.80,0.624,13.40,0.40,0.00,0.10,115,27,2087519.00
bryanth01,IND,2025,C,56,8,17.40,0.613,17.60,2.60,0.70,0.60,848,27,2087519.00
smithja04,CHI,2025,C,64,2,18.70,0.586,21.00,2.90,0.90,0.70,962,24,8571429.00
clarkjo01,UTA,2025,SG,37,9,14.50,0.540,27.80,0.40,-1.50,0.10,962,32,14092577.00
paytoga02,GSW,2025,SG,62,11,16.20,0.635,16.10,3.00,1.40,0.80,927,32,9130000.00
millebr02,CHO,2025,SF,27,27,14.00,0.540,27.70,0.40,0.00,0.40,924,22,11424600.00
brownbr01,2TM,2025,PG,41,12,10.90,0.504,17.20,0.70,-3.80,-0.40,922,28,23000000.00
brownbr01,TOR,2025,PG,18,0,12.30,0.525,19.30,0.40,-2.50,0.00,353,28,23000000.00
brownbr01,NOP,2025,PG,23,12,10.10,0.488,15.90,0.20,-4.60,-0.40,569,28,23000000.00
quickim01,TOR,2025,PG,33,33,17.50,0.570,25.10,2.50,2.20,1.00,918,25,32500000.00
watfotr01,BRK,2025,PF,44,6,13.00,0.557,23.30,0.70,-3.10,-0.30,913,24,2726603.00
martike04,2TM,2025,PF,43,16,10.20,0.618,11.50,1.30,-3.60,-0.40,912,24,7975000.00
martike04,PHI,2025,PF,24,7,12.30,0.689,11.20,1.10,-1.70,0.00,480,24,7975000.00
martike04,UTA,2025,SF,19,9,7.90,0.546,11.80,0.20,-5.60,-0.40,432,24,7975000.00
hardyja02,DAL,2025,SG,57,3,10.40,0.549,25.30,-0.30,-4.70,-0.60,907,22,2019699.00
sharpda01,BRK,2025,C,50,2,19.70,0.568,19.90,2.70,0.90,0.70,907,23,3989122.00
bonaad01,PHI,2025,C,58,11,16.50,0.714,14.30,2.30,-2.70,-0.20,905,21,1157153.00
jonestr01,2TM,2025,PG,46,9,16.30,0.617,14.10,2.90,1.50,0.80,905,25,9104167.00
jonestr01,SAS,2025,PG,28,0,13.80,0.572,12.20,1.10,-0.10,0.20,450,25,9104167.00
jonestr01,CHI,2025,PG,18,9,18.80,0.647,16.00,1.80,3.10,0.60,455,25,9104167.00
iveyja01,DET,2025,SG,30,30,14.70,0.569,26.00,1.20,0.00,0.50,898,22,7977240.00
olynyke01,2TM,2025,C,44,22,14.90,0.609,18.50,1.70,-0.70,0.30,891,33,12804878.00
olynyke01,TOR,2025,C,24,2,14.90,0.624,18.80,0.90,0.20,0.20,383,33,12804878.00
olynyke01,NOP,2025,C,20,20,14.80,0.596,18.20,0.80,-1.40,0.10,508,33,12804878.00
holmgch01,OKC,2025,C,32,32,19.20,0.599,22.00,3.20,2.40,1.00,877,22,10880640.00
quetane01,BOS,2025,C,62,6,16.30,0.674,13.70,3.20,-0.70,0.30,863,25,2162606.00
burksal01,MIA,2025,SG,49,14,12.80,0.608,16.50,1.80,0.30,0.50,863,33,2087519.00
bouchch01,TOR,2025,PF,50,0,18.70,0.615,21.20,2.70,2.30,0.90,862,32,10810000.00
willizi01,NOP,2025,PF,30,30,27.30,0.600,34.70,2.50,7.00,1.90,857,24,36725670.00
middlkh01,2TM,2025,SF,37,21,16.70,0.588,22.00,2.00,0.70,0.60,843,33,31000000.00
middlkh01,MIL,2025,SF,23,7,17.80,0.627,22.00,1.70,2.20,0.60,534,33,31000000.00
middlkh01,WAS,2025,SF,14,14,14.90,0.526,22.00,0.40,-2.00,0.00,309,33,31000000.00
simpskj01,CHO,2025,PG,36,15,8.30,0.437,19.10,-0.40,-5.40,-0.70,842,22,
miltosh01,2TM,2025,SG,57,2,11.90,0.563,16.70,1.30,-2.20,0.00,837,28,2875000.00
miltosh01,BRK,2025,SG,27,1,12.80,0.580,17.00,1.00,-0.90,0.10,492,28,2875000.00
miltosh01,LAL,2025,SG,30,1,10.50,0.535,16.30,0.40,-4.00,-0.20,345,28,2875000.00
livelde01,DAL,2025,C,36,29,20.10,0.704,13.60,3.40,3.30,1.10,833,20,5014560.00
mathega01,ATL,2025,SG,47,2,11.20,0.606,15.90,1.50,-1.60,0.10,830,28,2230253.00
whitmca01,HOU,2025,SF,51,3,15.50,0.549,23.90,1.80,0.30,0.50,827,20,3379080.00
rolliry01,MIL,2025,PG,56,19,14.00,0.600,18.40,1.70,-0.50,0.30,820,22,1091887.00
sassema01,DET,2025,PG,57,1,14.00,0.589,19.40,1.80,-0.60,0.30,811,24,2755080.00
adamsst01,HOU,2025,C,58,3,16.60,0.541,13.60,2.30,0.30,0.50,794,31,12600000.00
holidaa01,HOU,2025,PG,62,3,12.20,0.594,16.80,2.00,-0.20,0.30,792,28,4668000.00
matkoka01,NOP,2025,PF,42,7,15.60,0.639,15.90,1.60,-2.00,0.00,791,23,1407153.00
houstca01,ORL,2025,SF,58,6,9.40,0.605,11.70,1.80,-2.20,0.00,788,22,2019699.00
micicva01,2TM,2025,PG,41,16,6.50,0.462,19.90,-1.00,-7.00,-1.00,785,31,7723000.00
micicva01,CHO,2025,PG,36,16,6.80,0.462,20.30,-0.90,-6.80,-0.90,764,31,7723000.00
micicva01,PHO,2025,PG,5,0,-5.20,,6.30,-0.10,-14.80,-0.10,21,31,7723000.00
willija07,OKC,2025,PF,47,9,16.40,0.594,14.60,3.30,4.30,1.20,784,22,2019699.00
larsspe01,MIA,2025,SG,55,8,10.20,0.546,14.40,1.40,-3.10,-0.20,782,23,1157153.00
thomaca02,BRK,2025,SG,25,23,18.00,0.575,32.60,1.20,0.30,0.50,781,23,4041249.00
waterli01,2TM,2025,SG,52,9,8.80,0.504,14.80,1.00,-2.80,-0.20,778,27,2196970.00
waterli01,GSW,2025,SG,38,9,8.40,0.498,14.60,0.80,-3.10,-0.20,655,27,2196970.00
waterli01,DET,2025,SG,14,0,11.00,0.534,16.10,0.20,-1.20,0.00,123,27,2196970.00
balllo01,CHI,2025,PG,35,14,12.20,0.524,15.90,1.20,0.20,0.40,777,27,21395348.00
robinor01,2TM,2025,C,44,8,12.90,0.519,18.50,1.20,-3.40,-0.30,770,24,1691610.00
robinor01,SAC,2025,C,9,0,12.20,0.473,18.20,0.10,-2.90,0.00,57,24,1691610.00
robinor01,TOR,2025,C,35,8,12.90,0.523,18.60,1.10,-3.50,-0.30,713,24,1691610.00
gordoer01,PHI,2025,SG,39,13,10.80,0.591,14.40,0.90,-1.60,0.10,768,36,3303771.00
santogu01,GSW,2025,PF,56,2,11.70,0.575,13.20,1.70,-1.70,0.10,762,22,1891857.00
shamela01,NYK,2025,SG,50,0,9.70,0.601,14.80,1.00,-2.40,-0.10,762,27,1343690.00
